DateG,Day,City,Holiday Name,Type of Public Holiday,School,Cloudy,Widespread Dust,Blowing Dust,Fog,Mist,Rain,Match,Event,Effect on City,Pay Day,days till next payday,days after payday,days after school,days before school,is_payday,is_holiday,has_event,has_match,is_weekend,has_rain,bad_weather,payday_window,is_vacation,impact_score,impact_level,stable_weather,rain_or_mist,dust,fog
2022-01-01,Saturday,Riyadh,No Holiday,,False,False,False,False,True,False,True,"Preimer League, KSA League",FALSE,FALSE,FALSE,26.0,30.0,Vacation,Vacation,0,0,0,1,1,1,1,0,1,5,Medium,0,1,0,1
2022-02-01,Sunday,Riyadh,No Holiday,,True,False,False,False,True,False,True,Preimer League,FALSE,FALSE,FALSE,25.0,29.0,Vacation,Vacation,0,0,0,1,0,1,1,0,1,4,Medium,0,1,0,1
2022-03-01,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,24.0,28.0,Vacation,Vacation,0,0,0,0,0,0,0,0,1,0,Low,1,0,0,0
2022-04-01,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,23.0,27.0,Vacation,Vacation,0,0,0,0,0,0,0,0,1,0,Low,1,0,0,0
2022-05-01,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,22.0,26.0,Vacation,Vacation,0,0,0,1,0,0,0,0,1,2,Low,1,0,0,0
2022-06-01,Thursday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,21.0,25.0,Vacation,Vacation,0,0,0,1,1,0,0,0,1,3,Medium,1,0,0,0
2022-07-01,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,20.0,24.0,Vacation,Vacation,0,0,0,0,1,0,0,0,1,1,Low,1,0,0,0
2022-08-01,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,19.0,23.0,Vacation,Vacation,0,0,0,0,1,0,0,0,1,1,Low,1,0,0,0
2022-09-01,Sunday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,18.0,22.0,Vacation,Vacation,0,0,0,0,0,0,0,0,1,0,Low,1,0,0,0
2022-10-01,Monday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,17.0,21.0,Vacation,Vacation,0,0,0,0,0,0,0,0,1,0,Low,1,0,0,0
2022-11-01,Tuesday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,16.0,20.0,Vacation,Vacation,0,0,0,0,0,0,0,0,1,0,Low,1,0,0,0
2022-12-01,Wednesday,Riyadh,No Holiday,,False,False,False,False,False,False,False,"Preimer League, La liga",FALSE,FALSE,FALSE,15.0,19.0,Vacation,Vacation,0,0,0,1,0,0,0,0,1,2,Low,1,0,0,0
,Thursday,Riyadh,No Holiday,,False,False,False,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,14.0,18.0,Vacation,Vacation,0,0,0,1,1,0,0,0,1,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,True,,الحفلة الكورية (ستراي كيدز – تشونغها),حفلة لفرقة ستراي كيدز والمغنية تشونغها، تستهدف محبي الموسيقى الكورية في بوليفارد الرياض,FALSE,13.0,17.0,Vacation,Vacation,0,0,1,0,1,1,1,0,1,6,High,0,1,1,0
,Saturday,Riyadh,No Holiday,,False,False,True,False,True,False,True,Preimer League,FALSE,FALSE,FALSE,12.0,16.0,Vacation,Vacation,0,0,0,1,1,1,1,0,1,6,High,0,1,1,1
,Sunday,Riyadh,No Holiday,,True,False,False,False,True,False,False,La liga,FALSE,FALSE,FALSE,11.0,15.0,1,53,0,0,0,1,0,0,1,0,0,3,Medium,0,0,0,1
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,10.0,14.0,2,52,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Tuesday,Riyadh,No Holiday,,True,True,False,False,True,False,True,,FALSE,FALSE,FALSE,9.0,13.0,3,51,0,0,0,0,0,1,1,0,0,2,Low,0,1,0,1
,Wednesday,Riyadh,No Holiday,,True,True,False,False,False,False,False,,FALSE,FALSE,FALSE,8.0,12.0,4,50,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Thursday,Riyadh,No Holiday,,True,False,False,True,False,False,False,Preimer League,FALSE,FALSE,FALSE,7.0,11.0,5,49,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,KSA League,FALSE,FALSE,FALSE,6.0,10.0,6,48,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,5.0,9.0,7,47,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,4.0,8.0,8,46,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,3.0,7.0,9,45,0,0,0,0,0,0,0,1,0,2,Low,1,0,0,0
,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,2.0,6.0,10,44,0,0,0,0,0,0,0,1,0,2,Low,1,0,0,0
,Wednesday,Riyadh,No Holiday,,True,False,True,False,False,False,False,,FALSE,FALSE,FALSE,1.0,5.0,11,43,0,0,0,0,0,0,1,1,0,3,Medium,0,0,1,0
,Thursday,Riyadh,No Holiday,,True,False,True,True,False,False,False,World Cup,FALSE,FALSE,TRUE,31.0,4.0,12,42,1,0,0,1,1,0,1,1,0,8,High,0,0,1,0
,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,30.0,3.0,13,41,0,0,0,0,1,0,1,1,0,4,Medium,0,0,1,0
,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,29.0,2.0,14,40,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
,Sunday,Riyadh,No Holiday,,True,False,True,False,False,False,False,,FALSE,FALSE,FALSE,28.0,1.0,15,39,0,0,0,0,0,0,1,1,0,3,Medium,0,0,1,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,27.0,0.0,16,38,0,0,0,0,0,0,0,1,0,2,Low,1,0,0,0
2022-01-02,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,World Cup,FALSE,FALSE,FALSE,26.0,27.0,17,37,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-02-02,Wednesday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,25.0,26.0,18,36,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-03-02,Thursday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,24.0,25.0,19,35,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-04-02,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,23.0,24.0,20,34,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-05-02,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,22.0,23.0,21,33,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
2022-06-02,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,"KSA League, La liga",FALSE,FALSE,FALSE,21.0,22.0,22,32,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-07-02,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,20.0,21.0,23,31,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-08-02,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,19.0,20.0,24,30,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-09-02,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,18.0,19.0,25,29,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-10-02,Thursday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,17.0,18.0,26,28,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-11-02,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,16.0,17.0,27,27,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
2022-12-02,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,15.0,16.0,28,26,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,14.0,15.0,29,25,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,13.0,14.0,30,24,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,12.0,13.0,31,23,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,11.0,12.0,32,22,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Thursday,Riyadh,No Holiday,,True,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,10.0,11.0,33,21,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,9.0,10.0,34,20,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
,Saturday,Riyadh,No Holiday,,False,False,True,True,False,False,False,Preimer League,FALSE,FALSE,FALSE,8.0,9.0,35,19,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Sunday,Riyadh,No Holiday,,True,False,True,False,False,False,False,,FALSE,FALSE,FALSE,7.0,8.0,36,18,0,0,0,0,0,0,1,0,0,1,Low,0,0,1,0
,Monday,Riyadh,No Holiday,,True,False,True,True,False,False,False,KSA League,FALSE,FALSE,FALSE,6.0,7.0,37,17,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
,Tuesday,Riyadh,Founding Day,Founding Day is a national holiday in Saudi Arabia,False,False,True,False,False,False,False,UEFA CL,إعلان يوم التأسيس كإجازة رسمية في السعودية,تعزيز الهوية الوطنية والتراث، مع إقامة فعاليات ثقافية وترفيهية في الرياض.,FALSE,5.0,6.0,38,16,0,1,1,1,0,0,1,0,0,9,High,0,0,1,0
,Wednesday,Riyadh,No Holiday,,False,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,4.0,5.0,39,15,0,0,0,1,0,0,0,1,0,4,Medium,1,0,0,0
,Thursday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,3.0,4.0,40,14,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,2.0,3.0,41,13,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,1.0,2.0,42,12,0,0,0,1,1,0,0,1,0,5,Medium,1,0,0,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,Preimer League,FALSE,FALSE,TRUE,31.0,1.0,43,11,1,0,0,1,0,0,0,1,0,6,High,1,0,0,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,30.0,0.0,44,10,0,0,0,0,0,0,0,1,0,2,Low,1,0,0,0
2022-01-03,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,29.0,30.0,45,9,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-02-03,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,28.0,29.0,46,8,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-03-03,Thursday,Riyadh,No Holiday,,True,False,True,False,False,False,False,KSA League,FALSE,FALSE,FALSE,27.0,28.0,47,7,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
2022-04-03,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,26.0,27.0,48,6,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
2022-05-03,Saturday,Riyadh,No Holiday,,False,False,True,False,False,False,False,,FALSE,FALSE,FALSE,25.0,26.0,49,5,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
2022-06-03,Sunday,Riyadh,No Holiday,,True,False,True,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,24.0,25.0,50,4,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
2022-07-03,Monday,Riyadh,No Holiday,,True,False,True,True,False,False,False,,FALSE,FALSE,FALSE,23.0,24.0,51,3,0,0,0,0,0,0,1,0,0,1,Low,0,0,1,0
2022-08-03,Tuesday,Riyadh,No Holiday,,True,False,True,False,False,False,False,"UEFA CL, KSA League",FALSE,FALSE,FALSE,22.0,23.0,52,2,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
2022-09-03,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,21.0,22.0,53,1,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-10-03,Thursday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,20.0,21.0,Vacation	,Vacation,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-11-03,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,19.0,20.0,Vacation	,Vacation,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
2022-12-03,Saturday,Riyadh,No Holiday,,False,False,True,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,18.0,19.0,Vacation	,Vacation,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Sunday,Riyadh,No Holiday,,False,False,True,False,False,False,False,KSA League,FALSE,FALSE,FALSE,17.0,18.0,Vacation	,Vacation,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
,Monday,Riyadh,No Holiday,,False,False,True,False,False,False,False,,FALSE,FALSE,FALSE,16.0,17.0,Vacation	,Vacation,0,0,0,0,0,0,1,0,0,1,Low,0,0,1,0
,Tuesday,Riyadh,No Holiday,,False,False,False,True,False,False,False,UEFA CL,FALSE,FALSE,FALSE,15.0,16.0,Vacation	,Vacation,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
,Wednesday,Riyadh,No Holiday,,False,False,False,True,False,False,False,"UEFA CL, Preimer League",FALSE,FALSE,FALSE,14.0,15.0,Vacation	,Vacation,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
,Thursday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,13.0,14.0,Vacation	,Vacation,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,12.0,13.0,Vacation	,Vacation,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,11.0,12.0,Vacation	,Vacation,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,La liga,FALSE,FALSE,FALSE,10.0,11.0,1,102,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,9.0,10.0,2,101,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,8.0,9.0,3,100,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,7.0,8.0,4,99,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Thursday,Riyadh,No Holiday,,True,False,False,False,False,False,False,World Cup,FALSE,FALSE,FALSE,6.0,7.0,5,98,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,5.0,6.0,6,97,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,4.0,5.0,7,96,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,TRUE,31.0,4.0,8,95,1,0,0,0,0,0,0,1,0,4,Medium,1,0,0,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,30.0,3.0,9,94,0,0,0,0,0,0,0,1,0,2,Low,1,0,0,0
,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,World Cup,FALSE,FALSE,FALSE,29.0,2.0,10,93,0,0,0,1,0,0,0,1,0,4,Medium,1,0,0,0
,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,28.0,1.0,11,92,0,0,0,0,0,0,0,1,0,2,Low,1,0,0,0
,Thursday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,27.0,0.0,12,91,0,0,0,0,1,0,0,1,0,3,Medium,1,0,0,0
2022-01-04,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,26.0,29.0,13,90,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-02-04,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,25.0,28.0,14,89,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-03-04,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,"KSA League, La liga",FALSE,FALSE,FALSE,24.0,27.0,15,88,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-04-04,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,23.0,26.0,16,87,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-05-04,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,22.0,25.0,17,86,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-06-04,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,21.0,24.0,18,85,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-07-04,Thursday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,20.0,23.0,19,84,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-08-04,Friday,Riyadh,No Holiday,,False,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,19.0,22.0,20,83,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
2022-09-04,Saturday,Riyadh,No Holiday,,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,18.0,21.0,21,82,0,0,0,0,1,0,0,0,0,1,Low,1,0,0,0
2022-10-04,Sunday,Riyadh,No Holiday,,True,False,True,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,17.0,20.0,22,81,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
2022-11-04,Monday,Riyadh,No Holiday,,True,False,True,True,False,False,False,KSA League,FALSE,FALSE,FALSE,16.0,19.0,23,80,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
2022-12-04,Tuesday,Riyadh,No Holiday,,True,False,False,True,False,False,False,UEFA CL,FALSE,FALSE,FALSE,15.0,18.0,24,79,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
,Wednesday,Riyadh,No Holiday,,True,False,True,True,False,False,False,UEFA CL,FALSE,FALSE,FALSE,14.0,17.0,25,78,0,0,0,1,0,0,1,0,0,3,Medium,0,0,1,0
,Thursday,Riyadh,No Holiday,,True,False,True,True,False,False,False,,FALSE,FALSE,FALSE,13.0,16.0,26,77,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,KSA League,FALSE,FALSE,FALSE,12.0,15.0,27,76,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Saturday,Riyadh,No Holiday,,False,False,True,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,11.0,14.0,28,75,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,La liga,FALSE,FALSE,FALSE,10.0,13.0,29,74,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,9.0,12.0,30,73,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,"Preimer League, KSA League",FALSE,FALSE,FALSE,8.0,11.0,31,72,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,7.0,10.0,32,71,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
,Thursday,Riyadh,No Holiday,,True,False,True,True,False,False,False,,FALSE,FALSE,FALSE,6.0,9.0,33,70,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,5.0,8.0,34,69,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
,Saturday,Riyadh,No Holiday,,False,False,True,True,False,False,False,"Preimer League, KSA League",FALSE,FALSE,FALSE,4.0,7.0,35,68,0,0,0,1,1,0,1,0,0,4,Medium,0,0,1,0
,Sunday,Riyadh,No Holiday,,True,False,True,True,False,False,False,,FALSE,FALSE,FALSE,3.0,6.0,36,67,0,0,0,0,0,0,1,1,0,3,Medium,0,0,1,0
,Monday,Riyadh,No Holiday,,False,True,False,True,False,False,True,,FALSE,FALSE,FALSE,2.0,5.0,37,66,0,0,0,0,0,1,1,1,0,4,Medium,0,1,1,0
,Tuesday,Riyadh,No Holiday,,False,False,True,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,1.0,4.0,38,65,0,0,0,1,0,0,1,1,0,5,Medium,0,0,1,0
,Wednesday,Riyadh,No Holiday,,False,False,True,True,False,False,False,"UEFA CL, KSA League",FALSE,FALSE,TRUE,31.0,3.0,39,64,1,0,0,1,0,0,1,1,0,7,High,0,0,1,0
,Thursday,Riyadh,No Holiday,,False,False,True,True,False,False,True,Preimer League,FALSE,FALSE,FALSE,30.0,2.0,40,63,0,0,0,1,1,1,1,1,0,7,High,0,1,1,0
,Friday,Riyadh,No Holiday,,False,True,False,False,False,False,True,,FALSE,FALSE,FALSE,29.0,1.0,41,62,0,0,0,0,1,1,0,1,0,4,Medium,0,1,0,0
,Saturday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,28.0,0.0,42,61,0,1,0,0,1,0,0,1,0,6,High,1,0,0,0
2022-01-05,Sunday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,27.0,30.0,43,60,0,1,0,0,0,0,1,0,0,4,Medium,0,0,1,0
2022-02-05,Monday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,True,False,False,False,False,,FALSE,FALSE,FALSE,26.0,29.0,44,59,0,1,0,0,0,0,1,0,0,4,Medium,0,0,1,0
2022-03-05,Tuesday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,False,False,False,False,False,"UEFA CL, KSA League",FALSE,FALSE,FALSE,25.0,28.0,45,58,0,1,0,1,0,0,0,0,0,5,Medium,1,0,0,0
2022-04-05,Wednesday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,False,False,False,False,False,UEFA CL,FALSE,FALSE,FALSE,24.0,27.0,46,57,0,1,0,1,0,0,0,0,0,5,Medium,1,0,0,0
2022-05-05,Thursday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,False,False,False,False,False,,FALSE,FALSE,FALSE,23.0,26.0,47,56,0,1,0,0,1,0,0,0,0,4,Medium,1,0,0,0
2022-06-05,Friday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,True,True,False,False,False,KSA League,FALSE,FALSE,FALSE,22.0,25.0,48,55,0,1,0,1,1,0,1,0,0,7,High,0,0,1,0
2022-07-05,Saturday,Riyadh,Eid al-Fitr Holiday,Eid al-Fitr Holiday is a national holiday in Saudi Arabia,False,False,True,True,False,False,False,"Preimer League, KSA League",FALSE,FALSE,FALSE,21.0,24.0,49,54,0,1,0,1,1,0,1,0,0,7,High,0,0,1,0
2022-08-05,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,La liga,FALSE,FALSE,FALSE,20.0,23.0,50,53,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-09-05,Monday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,19.0,22.0,51,52,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-10-05,Tuesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,18.0,21.0,52,51,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
2022-11-05,Wednesday,Riyadh,No Holiday,,True,False,False,False,False,False,False,KSA League,FALSE,FALSE,FALSE,17.0,20.0,53,50,0,0,0,1,0,0,0,0,0,2,Low,1,0,0,0
2022-12-05,Thursday,Riyadh,No Holiday,,True,False,False,False,False,False,False,Preimer League,FALSE,FALSE,FALSE,16.0,19.0,54,49,0,0,0,1,1,0,0,0,0,3,Medium,1,0,0,0
,Friday,Riyadh,No Holiday,,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,15.0,18.0,55,48,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
,Saturday,Riyadh,No Holiday,,False,False,True,True,False,False,False,,FALSE,FALSE,FALSE,14.0,17.0,56,47,0,0,0,0,1,0,1,0,0,2,Low,0,0,1,0
,Sunday,Riyadh,No Holiday,,True,False,False,False,False,False,False,,FALSE,FALSE,FALSE,13.0,16.0,57,46,0,0,0,0,0,0,0,0,0,0,Low,1,0,0,0
